DateTime	Name	Gender	Product	Price	Department	Category	Amount
03/09/2018 08:20:57	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
03/09/2018 09:17:19	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
03/09/2018 09:20:50	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
03/09/2018 08:14:16	Mia Farmer	f	Deposit	-1	Rumor Spreaders	Deposit	10
03/09/2018 08:14:20	Benedikt V.	m	Deposit	-1	Recruitables	Deposit	55
03/09/2018 10:17:48	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
03/09/2018 10:38:03	Eleanor Macdonald	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
03/09/2018 13:25:41	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
03/09/2018 13:26:46	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
03/09/2018 13:27:18	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
03/09/2018 17:14:59	Zachary Mitchell	m	Leikeim Pils 0.5 l	1	Breakroom Bandits	Beer	1
03/09/2018 17:15:40	Tobias Chavez	m	Leikeim Pils 0.5 l	1	Rumor Spreaders	Beer	1
04/09/2018 08:00:37	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
04/09/2018 09:19:54	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
04/09/2018 10:31:00	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
04/09/2018 11:45:57	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
04/09/2018 11:46:13	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
04/09/2018 12:10:29	Eleanor Macdonald	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
04/09/2018 12:13:01	Ellie Wheeler	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
04/09/2018 12:38:27	Chloe Perkins	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
04/09/2018 14:08:18	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
04/09/2018 15:08:54	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
04/09/2018 15:17:13	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
04/09/2018 13:39:39	Hugo Green	m	Deposit	-1	Breakroom Bandits	Deposit	20
04/09/2018 18:56:26	Tobias Chavez	m	Karslberg Helles_2022_4_12	0.8	Rumor Spreaders	Beer	1
05/09/2018 08:49:12	Isabella Doyle	f	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
05/09/2018 08:49:33	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
05/09/2018 08:49:59	Hannah Walters	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
05/09/2018 09:08:12	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
05/09/2018 09:11:24	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
05/09/2018 09:12:44	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
05/09/2018 09:14:36	Hugo Green	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
05/09/2018 10:31:54	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
05/09/2018 10:33:24	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
05/09/2018 10:34:10	Zachary Mitchell	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
23/08/2018 07:31:30	Justin Bennett	m	Bluna Orange 0.2 l	0.8	Employees of the Moment	Beverage	1
23/08/2018 08:18:00	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 08:54:36	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 09:03:51	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
23/08/2018 09:19:47	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 09:27:45	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 09:45:57	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
23/08/2018 09:59:55	Philip Reilly	m	Coffee_2022_2_3	0.3	Employees of the Moment	Coffee	1
23/08/2018 10:02:30	Hugo Green	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
23/08/2018 10:20:12	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 10:27:49	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 11:13:36	Scott Woods	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 12:42:26	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 12:42:40	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 12:42:46	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 12:43:00	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 13:24:47	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 14:32:29	Emma Roman	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
23/08/2018 14:33:12	Eleanor Macdonald	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
23/08/2018 14:34:04	Hannah Walters	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
23/08/2018 14:34:31	Jasmine Sutton	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
23/08/2018 14:44:30	Patrick Holmes	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 14:46:47	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 14:54:02	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 15:40:23	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
23/08/2018 16:12:27	Martha Tyler	f	afri cola 0.25 l	0.8	Recruitables	Beverage	1
23/08/2018 16:27:54	Timo M.	m	Bluna Orange 0.2 l	0.8	Recruitables	Beverage	1
23/08/2018 16:36:47	Mia Farmer	f	Glorietta Cola-Mix	0.8	Rumor Spreaders	Beverage	1
23/08/2018 17:33:10	Hugo Green	m	Karslberg Naturradler_2022_4_12	0.8	Breakroom Bandits	Beer	1
23/08/2018 17:33:25	Abigail Payne	f	Karslberg Naturradler_2022_4_12	0.8	Employees of the Moment	Beer	1
23/08/2018 17:33:39	Abigail Payne	f	Karslberg Helles_2022_4_12	0.8	Employees of the Moment	Beer	1
23/08/2018 17:33:58	Philip Reilly	m	Leikeim Pils 0.5 l	1	Employees of the Moment	Beer	1
23/08/2018 18:16:17	Nicholas Thomas	m	afri cola 0.25 l	0.8	Recruitables	Beverage	1
23/08/2018 22:17:09	Douglas Powell	m	Bluna Orange 0.2 l	0.8	Recruitables	Beverage	1
24/08/2018 08:28:05	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
24/08/2018 08:53:57	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/08/2018 08:57:20	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
24/08/2018 08:57:27	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
24/08/2018 09:17:48	Emma Roman	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
24/08/2018 09:24:52	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
24/08/2018 09:30:20	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/08/2018 09:31:58	Scott Woods	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/08/2018 10:33:06	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
24/08/2018 10:45:32	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/08/2018 11:11:28	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/08/2018 11:25:38	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/08/2018 12:38:49	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/08/2018 12:45:01	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/08/2018 12:48:10	Justin Bennett	m	Bluna Orange 0.2 l	0.8	Employees of the Moment	Beverage	1
24/08/2018 12:59:46	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/08/2018 13:03:34	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/08/2018 13:25:06	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
24/08/2018 13:41:37	Kyle Mason	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
24/08/2018 14:22:04	Tobias Chavez	m	Coffee_2022_2_3	0.3	Rumor Spreaders	Coffee	1
24/08/2018 14:34:25	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
24/08/2018 14:35:07	Emma Roman	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
24/08/2018 16:02:16	Tobias Chavez	m	Coffee_2022_2_3	0.3	Rumor Spreaders	Coffee	1
24/08/2018 16:50:20	Tobias Chavez	m	Karslberg Helles_2022_4_12	0.8	Rumor Spreaders	Beer	1
24/08/2018 16:50:55	Emily Goodman	f	Karslberg Helles_2022_4_12	0.8	Risky Biscuits	Beer	1
24/08/2018 16:51:15	Benedikt V.	m	Karslberg Helles_2022_4_12	0.8	Recruitables	Beer	1
24/08/2018 16:55:01	Hugo Green	m	Leikeim Pils 0.5 l	1	Breakroom Bandits	Beer	1
24/08/2018 16:55:43	Abigail Payne	f	Leikeim Pils 0.5 l	1	Employees of the Moment	Beer	1
24/08/2018 16:55:58	Philip Reilly	m	Franziskaner Kellerb..	1	Employees of the Moment	Beer	1
24/08/2018 17:31:02	Emily Goodman	f	Karslberg Naturradler_2022_4_12	0.8	Risky Biscuits	Beer	1
24/08/2018 17:31:20	Abigail Payne	f	Karslberg Naturradler_2022_4_12	0.8	Employees of the Moment	Beer	1
24/08/2018 17:31:35	Hugo Green	m	Karslberg Naturradler_2022_4_12	0.8	Breakroom Bandits	Beer	1
24/08/2018 17:33:00	Philip Reilly	m	Leikeim Pils 0.5 l	1	Employees of the Moment	Beer	1
24/08/2018 17:42:06	Timo M.	m	Andechs SPEZIAL Hell	1	Recruitables	Beer	1
24/08/2018 17:42:18	Timo M.	m	Bluna Orange 0.2 l	0.8	Recruitables	Beverage	1
24/08/2018 17:44:50	Tobias Chavez	m	Karslberg Helles_2022_4_12	0.8	Rumor Spreaders	Beer	1
24/08/2018 17:47:53	Nicholas Thomas	m	afri cola 0.25 l	0.8	Recruitables	Beverage	1
24/08/2018 17:49:08	Scott Woods	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
25/08/2018 10:50:54	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
25/08/2018 13:16:17	Benedikt V.	m	Glorietta Cola 0.5 l	0.8	Recruitables	Beverage	1
26/08/2018 09:54:49	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
26/08/2018 13:59:49	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 08:14:46	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 09:11:59	Scott Woods	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 09:18:59	Emma Roman	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
27/08/2018 09:19:12	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
27/08/2018 09:45:33	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 10:40:36	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
27/08/2018 10:53:21	Chloe Perkins	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
27/08/2018 11:24:57	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
27/08/2018 12:52:29	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 12:57:46	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 13:30:22	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
27/08/2018 14:07:11	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 14:19:52	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 14:23:19	Jasmine Sutton	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
27/08/2018 14:29:25	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 15:38:33	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 15:38:37	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 15:45:50	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 15:52:52	Philip Reilly	m	Coffee_2022_2_3	0.3	Employees of the Moment	Coffee	1
27/08/2018 16:06:01	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
27/08/2018 16:30:08	Amelia Kramer	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
27/08/2018 17:44:07	Abigail Payne	f	Karslberg Naturradler_2022_4_12	0.8	Employees of the Moment	Beer	1
27/08/2018 17:44:17	Philip Reilly	m	Coffee_2022_2_3	0.3	Employees of the Moment	Coffee	1
27/08/2018 17:44:27	Philip Reilly	m	Karslberg Naturradler_2022_4_12	0.8	Employees of the Moment	Beer	1
27/08/2018 17:44:42	Hugo Green	m	Karslberg Naturradler_2022_4_12	0.8	Breakroom Bandits	Beer	1
27/08/2018 18:33:03	Sean Moore	m	Andechs SPEZIAL Hell	1	Breakroom Bandits	Beer	1
28/08/2018 07:53:33	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 08:20:11	Hannah Walters	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
28/08/2018 08:50:38	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 09:11:23	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 09:21:24	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
28/08/2018 09:22:41	Scott Woods	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 09:32:03	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 10:20:00	Hugo Green	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
28/08/2018 10:21:52	Philip Reilly	m	Coffee_2022_2_3	0.3	Employees of the Moment	Coffee	1
28/08/2018 10:30:19	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 11:05:04	Hannah Walters	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
28/08/2018 11:05:58	Chloe Perkins	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
28/08/2018 09:13:44	Sean Moore	m	Deposit	-1	Breakroom Bandits	Deposit	15
28/08/2018 11:20:07	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
28/08/2018 12:56:59	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 12:57:15	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 13:05:42	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
28/08/2018 14:01:25	Justin Bennett	m	Coffee_2022_2_3	0.3	Employees of the Moment	Coffee	1
28/08/2018 14:01:56	Justin Bennett	m	Bluna Orange 0.2 l	0.8	Employees of the Moment	Beverage	1
28/08/2018 14:22:10	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 14:25:10	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 14:25:49	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 14:27:32	Zachary Mitchell	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
28/08/2018 15:47:18	Florence Miles	f	Bluna Orange 0.2 l	0.8	Breakroom Bandits	Beverage	1
28/08/2018 15:47:32	Florence Miles	f	Glorietta Orange 0.5 l	0.8	Breakroom Bandits	Beverage	1
28/08/2018 16:23:15	Zachary Mitchell	m	Leikeim Pils 0.5 l	1	Breakroom Bandits	Beer	1
28/08/2018 16:58:57	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 17:01:05	Kevin S.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 17:03:05	Mia Farmer	f	Stoertebeker Weizen	1	Rumor Spreaders	Beer	1
28/08/2018 17:03:15	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 17:03:36	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
28/08/2018 17:15:10	Zachary Mitchell	m	Leikeim Pils 0.5 l	1	Breakroom Bandits	Beer	2
28/08/2018 20:43:53	Timo M.	m	afri cola 0.25 l	0.8	Recruitables	Beverage	1
28/08/2018 20:45:52	Douglas Powell	m	afri cola 0.25 l	0.8	Recruitables	Beverage	1
29/08/2018 08:14:03	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
29/08/2018 08:44:45	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
29/08/2018 08:48:18	Hannah Walters	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
29/08/2018 09:11:47	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
29/08/2018 09:13:06	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
29/08/2018 10:03:10	Douglas Powell	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
29/08/2018 10:03:20	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
29/08/2018 10:45:39	Scott Woods	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
29/08/2018 11:13:40	Zachary Mitchell	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
29/08/2018 11:13:44	Zachary Mitchell	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
29/08/2018 11:26:26	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
29/08/2018 11:26:31	Scott Woods	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
29/08/2018 11:45:39	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
29/08/2018 12:14:55	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
29/08/2018 12:18:07	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
29/08/2018 13:35:42	Hugo Green	m	Glorietta Cola 0.5 l	0.8	Breakroom Bandits	Beverage	1
29/08/2018 13:48:47	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
29/08/2018 16:03:07	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
29/08/2018 16:33:08	Mary Becker	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
29/08/2018 18:11:57	Sean Moore	m	Franziskaner Kellerb..	1	Breakroom Bandits	Beer	1
30/08/2018 07:45:02	Timo M.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
30/08/2018 09:13:39	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
30/08/2018 09:26:31	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
30/08/2018 10:21:29	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
30/08/2018 11:09:52	Chloe Perkins	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
30/08/2018 13:02:14	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
30/08/2018 15:23:43	Benedikt V.	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
30/08/2018 16:38:04	Philip Reilly	m	Coffee_2022_2_3	0.3	Employees of the Moment	Coffee	1
30/08/2018 16:40:15	Hugo Green	m	Coffee_2022_2_3	0.3	Breakroom Bandits	Coffee	1
30/08/2018 16:43:09	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
31/08/2018 09:31:37	Emma Roman	f	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
31/08/2018 09:31:44	Archie Nelson	m	Coffee_2022_2_3	0.3	Toon Squad	Coffee	1
31/08/2018 11:39:02	Mia Farmer	f	Glorietta Orange 0.5 l	0.8	Rumor Spreaders	Beverage	1
31/08/2018 13:34:19	Muhammed Sullivan	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
31/08/2018 16:12:01	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
31/08/2018 16:12:04	Nicholas Thomas	m	Coffee_2022_2_3	0.3	Recruitables	Coffee	1
31/08/2018 16:16:16	Zachary Mitchell	m	Andechs SPEZIAL Hell	1	Breakroom Bandits	Beer	1
